task,variant,metric,mean,std,n_seeds
mg,v1,auc,0.5079141484093008,0.014136428243087501,3
mg,v1,ap,0.3484725746821387,0.008691738316191166,3
mg,v1,precision,0.5719133264362327,0.30402964333468174,3
mg,v1,recall,0.30861244019138756,0.33954018790813045,3
mg,v1,f1,0.22361441145708127,0.18419484995957766,3
mg,v1,accuracy,0.5633971291866029,0.12930755818531756,3
mg,v1,mrr,0.625,0.0070934796150945965,3
mg,v1,hits@1,0.3604465709728868,0.0065029929945375296,3
mg,v1,hits@3,1.0,0.0,3
mg,v1,hits@5,1.0,0.0,3
mg,v1,train_time_s,0.5554686096729711,0.06237970413271712,3
mg,v1,eval_time_s,0.0037464613172536096,1.0282815970440362e-05,3
mg,v1,elapsed_time_s,0.6865539903131624,0.18236840143400607,3
mg,v1,time_to_best_s,0.3150604949720825,0.06234475606564112,3
mg,v1,best_val_loss,14.132453918457031,10.194876733825676,3
mg,v1,best_epoch,12.666666666666666,7.408703590297622,3
