task,variant,metric,mean,std,n_seeds
mg,v3,auc,0.5423224628557038,0.003741375591900151,3
mg,v3,ap,0.3608862766707728,0.006762897789313089,3
mg,v3,precision,0.3430356193514088,0.01372110447278521,3
mg,v3,recall,0.9082934609250399,0.12969263131810682,3
mg,v3,f1,0.4944178628389155,0.007894334080232577,3
mg,v3,accuracy,0.3833067517278044,0.07067308605160605,3
mg,v3,mrr,0.6345693779904306,0.0031395565685852374,3
mg,v3,hits@1,0.3608452950558214,0.00627911313717051,3
mg,v3,hits@3,1.0,0.0,3
mg,v3,hits@5,1.0,0.0,3
mg,v3,train_time_s,0.6135064769769087,0.2989935479492412,3
mg,v3,eval_time_s,0.003767572964231173,1.8565234864460877e-05,3
mg,v3,elapsed_time_s,0.754009528279615,0.4480963787045933,3
mg,v3,time_to_best_s,0.3727845490211621,0.298407727052385,3
mg,v3,best_val_loss,2.659743547439575,1.1529731537430934,3
mg,v3,best_epoch,16.0,8.524474568362947,3
mg,v3,epochs_trained,31.0,8.524474568362947,3
