task,variant,metric,mean,std,n_seeds
ml,v2,auc,0.46784117316654195,0.0024387662111436926,3
ml,v2,ap,0.04652595446201713,0.0004822095291295592,3
ml,v2,precision,0.05000000000000001,6.938893903907228e-18,3
ml,v2,recall,1.0,0.0,3
ml,v2,f1,0.09523809523809523,0.0,3
ml,v2,accuracy,0.05000000000000001,6.938893903907228e-18,3
ml,v2,mrr,0.1631779484124889,0.001573689235881407,3
ml,v2,hits@1,0.03947368421052632,0.001953341102697911,3
ml,v2,hits@3,0.12799043062200957,0.0025840273917096717,3
ml,v2,hits@5,0.21850079744816586,0.00406620375884592,3
ml,v2,train_time_s,0.3197706856687243,0.15247010555124604,3
ml,v2,eval_time_s,0.002912860014475882,6.268556198132253e-06,3
ml,v2,elapsed_time_s,0.456654046739762,0.287866626604468,3
ml,v2,time_to_best_s,0.12168834734863292,0.15226166237141703,3
ml,v2,best_val_loss,0.6942389408747355,0.0002776541671205967,3
ml,v2,best_epoch,1.0,0.0,3
