variant_a,variant_b,kendall_tau_flat_logits,kendall_tau_confidence,prediction_agreement,max_abs_logit_diff,mean_abs_logit_diff,mean_l2_logit_diff
v1,v2,0.8009004478415297,0.6326482835458163,0.8708133971291866,56.66270446777344,5.294630527496338,10.193766593933105
v1,v3,0.825324816192492,0.6496891366474098,0.8899521531100478,47.35877227783203,4.704191207885742,9.039716720581055
v1,v4,0.8647130936090272,0.7167890532099579,0.9258373205741627,56.17823028564453,3.8686835765838623,7.41091775894165
v2,v3,0.888506757338547,0.7379580782315798,0.9473684210526315,14.830648422241211,0.7566695809364319,1.4518134593963623
v2,v4,0.8830928735576234,0.7326016533130099,0.9354066985645934,13.837739944458008,1.481850504875183,2.8525257110595703
v3,v4,0.8723154115844058,0.7017071957690423,0.9354066985645934,17.19182014465332,1.1366229057312012,2.1768798828125
