super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,mean_val_macro_f1,best_mean_val_macro_f1,cycle_seconds,train_loss_v1,val_loss_v1,val_macro_f1_v1,val_accuracy_v1,train_loss_v2,val_loss_v2,val_macro_f1_v2,val_accuracy_v2,train_loss_v3,val_loss_v3,val_macro_f1_v3,val_accuracy_v3,train_loss_v4,val_loss_v4,val_macro_f1_v4,val_accuracy_v4
18,"v2,v1,v4,v3",72,72,72,72,0.010714266682043672,8.716607332229614,0.5911761860433326,0.6388930783793656,0.15830381982959807,0.0048771086148917675,13.979595184326172,0.5936384875903163,0.5933014354066986,0.0238562673330307,5.490403652191162,0.5865352368192202,0.5861244019138756,0.006753701716661453,6.8497748374938965,0.5913340616240439,0.5909090909090909,0.007369989063590765,8.546655654907227,0.5931969581397499,0.5933014354066986
19,"v2,v4,v3,v1",76,76,76,76,0.02588883088901639,9.361922979354858,0.5951845384009915,0.6388930783793656,0.1562387989833951,0.06813954561948776,14.970142364501953,0.5896636775905897,0.5885167464114832,0.024700835347175598,5.89974308013916,0.5983699749605867,0.5980861244019139,0.005014282185584307,7.274753570556641,0.5990930188500521,0.5980861244019139,0.005700660403817892,9.30305290222168,0.5936114822027374,0.5933014354066986
20,"v2,v1,v4,v3",80,80,80,80,0.024293457390740514,8.187661290168762,0.6040946415278343,0.6388930783793656,0.1554187540896237,0.060361459851264954,12.147062301635742,0.6000905018074861,0.5980861244019139,0.024118546396493912,5.721924304962158,0.6010214000929391,0.6004784688995215,0.006433428730815649,6.605358123779297,0.6110282249269293,0.6100478468899522,0.006260394584387541,8.276300430297852,0.6042384392839824,0.6028708133971292
21,"v3,v1,v2,v4",84,84,84,84,0.013863225933164358,7.785170793533325,0.6032929130923709,0.6388930783793656,0.15676243510097265,0.00778151024132967,11.081962585449219,0.6029607191713895,0.6028708133971292,0.033369798213243484,5.718634128570557,0.6082980390193227,0.6076555023923444,0.005100840702652931,6.429490566253662,0.6061909590085839,0.6052631578947368,0.009200754575431347,7.910595893859863,0.5957219351701876,0.5956937799043063
22,"v4,v2,v1,v3",88,88,88,88,0.010099685983732343,7.5897780656814575,0.6094318487744399,0.6388930783793656,0.15516312001273036,0.0031702001579105854,10.492277145385742,0.6178700007592013,0.6172248803827751,0.025874797254800797,5.755363941192627,0.6018266816744525,0.6004784688995215,0.005096915643662214,6.409337520599365,0.6069156631415938,0.6052631578947368,0.006256830878555775,7.702133655548096,0.6111150495225117,0.6100478468899522
23,"v4,v2,v3,v1",92,92,92,92,0.009619359858334064,7.6043325662612915,0.6077143297517185,0.6388930783793656,0.15715318685397506,0.002313487697392702,10.357307434082031,0.6133843553772379,0.6124401913875598,0.026818852871656418,5.858039379119873,0.6042496586560718,0.6028708133971292,0.004493196960538626,6.493544101715088,0.6041347500205914,0.6028708133971292,0.004851901903748512,7.708439350128174,0.6090885549529729,0.6076555023923444
24,"v2,v1,v4,v3",96,96,96,96,0.009224630775861442,7.723341226577759,0.6108349069253344,0.6388930783793656,0.16069246409460902,0.002610407304018736,10.500247955322266,0.6175645342312008,0.6172248803827751,0.026157710701227188,5.96638822555542,0.603561486742687,0.6028708133971292,0.004295336548238993,6.601866245269775,0.6066060206163987,0.6052631578947368,0.0038350685499608517,7.824862480163574,0.6156075861110509,0.6148325358851675
25,"v3,v2,v1,v4",100,100,100,100,0.00847185734892264,7.927106857299805,0.6131208041524236,0.6388930783793656,0.16225184686481953,0.002058926038444042,10.846653938293457,0.621418970021906,0.6220095693779905,0.024525132030248642,6.084100723266602,0.6063845851831717,0.6052631578947368,0.00394125422462821,6.7476959228515625,0.6089919144496609,0.6076555023923444,0.003362117102369666,8.029976844787598,0.6156877469549561,0.6148325358851675
26,"v1,v3,v2,v4",104,104,104,104,0.007989246252691373,8.135142803192139,0.6113905770935966,0.6388930783793656,0.15587001596577466,0.0017579511040821671,11.187646865844727,0.6215742137310766,0.6220095693779905,0.024374544620513916,6.199944972991943,0.6090755343643662,0.6076555023923444,0.003208861220628023,6.910037517547607,0.601544812767859,0.6004784688995215,0.0026156280655413866,8.242941856384277,0.6133677475110845,0.6124401913875598
27,"v2,v4,v3,v1",108,108,108,108,0.007733813603408635,8.302020907402039,0.6150387676372246,0.6388930783793656,0.15577587601728737,0.001433701254427433,11.419073104858398,0.626729198546942,0.6267942583732058,0.0239812470972538,6.308389186859131,0.611251459025815,0.6100478468899522,0.0029903517570346594,7.058623313903809,0.6038458214501771,0.6028708133971292,0.002529954304918647,8.421998023986816,0.6183285915259649,0.6172248803827751
28,"v2,v1,v4,v3",112,112,112,112,0.007304799888515845,8.462432980537415,0.6144865864711545,0.6388930783793656,0.15978040196932852,0.0010441495105624199,11.619118690490723,0.6184027777777777,0.6172248803827751,0.023927444592118263,6.419229030609131,0.6139548615456695,0.6124401913875598,0.0026596037205308676,7.217036247253418,0.6069035014417338,0.6052631578947368,0.001588001730851829,8.594347953796387,0.6186852051194373,0.6172248803827751
29,"v2,v1,v3,v4",116,116,116,116,0.007215436271508224,8.655803203582764,0.6152719107280237,0.6388930783793656,0.15612774807959795,0.0008735595620237291,11.931556701660156,0.6161892095530539,0.6148325358851675,0.02452150173485279,6.527044773101807,0.6165945898146615,0.6148325358851675,0.002039127517491579,7.381347179412842,0.6118758002560819,0.6100478468899522,0.0014275562716647983,8.78326416015625,0.6164280432882974,0.6148325358851675
30,"v4,v3,v1,v2",120,120,120,120,0.007659166614757851,8.80571722984314,0.6120276510842577,0.6388930783793656,0.1557007289957255,0.0032230664510279894,12.13932991027832,0.6181434563797445,0.6172248803827751,0.02403656579554081,6.6310811042785645,0.6091893095662538,0.6076555023923444,0.002170093823224306,7.505273342132568,0.6094572165817352,0.6076555023923444,0.001206940389238298,8.947184562683105,0.6113206218092975,0.6100478468899522
31,"v4,v1,v2,v3",124,124,124,124,0.006874268685351126,8.89839518070221,0.6115766336726495,0.6388930783793656,0.16036852495744824,0.000735430687200278,12.227267265319824,0.6152257728700761,0.6148325358851675,0.023990241810679436,6.717682838439941,0.6110282249269292,0.6100478468899522,0.0017377205658704042,7.588015079498291,0.6139548615456695,0.6124401913875598,0.0010336816776543856,9.060615539550781,0.606097675347923,0.6052631578947368
32,"v3,v4,v2,v1",128,128,128,128,0.007039976422674954,9.045725703239441,0.6070851813101851,0.6388930783793656,0.1581835919059813,0.0004903033841401339,12.420391082763672,0.6114231659525563,0.6100478468899522,0.024144407361745834,6.826572895050049,0.6039267299594955,0.6028708133971292,0.0017767768586054444,7.7242584228515625,0.6067756003421829,0.6052631578947368,0.0017484180862084031,9.21168041229248,0.6062152289865054,0.6052631578947368
33,"v4,v2,v1,v3",132,132,132,132,0.0065179068260476924,9.216794729232788,0.6062767423810462,0.6388930783793656,0.15733001986518502,0.00040055756107904017,12.68582534790039,0.6118796222044016,0.6100478468899522,0.02347891591489315,6.926542282104492,0.6017717313928657,0.6004784688995215,0.0014155753888189793,7.870563507080078,0.6047240442773275,0.6028708133971292,0.0007765784393996,9.384247779846191,0.6067315716495904,0.6052631578947368
34,"v1,v3,v4,v2",136,136,136,136,0.006688516958092805,9.367366790771484,0.6062429331729944,0.6388930783793656,0.15697631402872503,0.00031845676130615175,12.925602912902832,0.6118796222044016,0.6100478468899522,0.02438560500741005,7.010437965393066,0.6017717313928657,0.6004784688995215,0.0013879728503525257,7.993348121643066,0.6047240442773275,0.6028708133971292,0.0006620332133024931,9.540078163146973,0.606596334817383,0.6052631578947368
35,"v3,v4,v2,v1",140,140,140,140,0.0065708535694284365,9.474847435951233,0.6053754044378061,0.6388930783793656,0.15513674798421562,0.00021661623031832278,13.102571487426758,0.6160882822709453,0.6148325358851675,0.024090688675642014,7.06652307510376,0.6016053745146795,0.6004784688995215,0.0015377110103145242,8.066320419311523,0.6047240442773275,0.6028708133971292,0.00043839836143888533,9.66397476196289,0.5990839166882723,0.5980861244019139
36,"v4,v3,v1,v2",144,144,144,144,0.006680459988274379,9.592419624328613,0.6052902942361411,0.6388930783793656,0.1548914189916104,0.00019278739637229592,13.300724983215332,0.6160708890758698,0.6148325358851675,0.024757200852036476,7.125738143920898,0.5991627728017699,0.5980861244019139,0.00130282377358526,8.148791313171387,0.6045677020412157,0.6028708133971292,0.00046902793110348284,9.794424057006836,0.601359813025709,0.6004784688995215
37,"v4,v1,v2,v3",148,148,148,148,0.0064811697775439825,9.719108581542969,0.6054967026061422,0.6388930783793656,0.15560011402703822,0.00015118981536943465,13.523527145385742,0.6185042817495066,0.6172248803827751,0.024105560034513474,7.183868408203125,0.5969928185856462,0.5956937799043063,0.0012354685459285975,8.250731468200684,0.6045677020412157,0.6028708133971292,0.00043246071436442435,9.918307304382324,0.6019220080482003,0.6004784688995215
38,"v4,v1,v3,v2",152,152,152,152,0.006646720867138356,9.850403904914856,0.6044336637842822,0.6388930783793656,0.15598979103378952,0.00017855089390650392,13.755888938903809,0.6142521264620665,0.6124401913875598,0.02452448196709156,7.246610164642334,0.5969928185856462,0.5956937799043063,0.001193537493236363,8.353549003601074,0.6045677020412157,0.6028708133971292,0.0006903131143189967,10.045567512512207,0.6019220080482003,0.6004784688995215
39,"v1,v2,v3,v4",156,156,156,156,0.006650155111856293,9.900061249732971,0.6042124849184605,0.6388930783793656,0.16284742997959256,0.0003582378849387169,13.845589637756348,0.6138737588862999,0.6124401913875598,0.02483360283076763,7.269882678985596,0.5990387082278462,0.5980861244019139,0.0010972230229526758,8.378681182861328,0.6020154645114951,0.6004784688995215,0.0003115567087661475,10.106091499328613,0.6019220080482003,0.6004784688995215
40,"v1,v3,v2,v4",160,160,160,160,0.007076062240230385,9.98379099369049,0.6048394590632152,0.6388930783793656,0.1574710039421916,0.000166292826179415,14.028908729553223,0.618614870210071,0.6172248803827751,0.02671404555439949,7.2905402183532715,0.5992496619116171,0.5980861244019139,0.0010536136105656624,8.429163932800293,0.5995712960829724,0.5980861244019139,0.00037029696977697313,10.186551094055176,0.6019220080482003,0.6004784688995215
41,"v2,v4,v1,v3",164,164,164,164,0.006430021319829393,10.117171168327332,0.601508022320632,0.6388930783793656,0.15580018307082355,0.00012868369231000543,14.342716217041016,0.604386001658889,0.6028708133971292,0.024101506918668747,7.309030055999756,0.5995976119546638,0.5980861244019139,0.0011983405565842986,8.515989303588867,0.602416580858477,0.6004784688995215,0.00029155411175452173,10.300949096679688,0.5996318948104983,0.5980861244019139
42,"v4,v2,v1,v3",168,168,168,168,0.006857876331196167,10.136975646018982,0.6049136548448515,0.6388930783793656,0.15551729500293732,0.0010372549295425415,14.310335159301758,0.618504878584215,0.6172248803827751,0.024766815826296806,7.35509729385376,0.6018604824738745,0.6004784688995215,0.0013197395019233227,8.531085014343262,0.5973916125880544,0.5956937799043063,0.0003076950670219958,10.351385116577148,0.6018976457332621,0.6004784688995215
43,"v4,v3,v2,v1",172,172,172,172,0.006580067671166034,10.162165403366089,0.6025258567749749,0.6388930783793656,0.15513365413062274,8.833214815240353e-05,14.331605911254883,0.6128128239472632,0.6124401913875598,0.024149751290678978,7.391334533691406,0.6009746559496673,0.6004784688995215,0.0018515381962060928,8.547979354858398,0.5946614950786949,0.5933014354066986,0.00023064904962666333,10.377741813659668,0.6016544521242743,0.6004784688995215
