task,variant,metric,mean,std,n_seeds
ml,v1,auc,0.45572817199015025,0.006907949276094352,3
ml,v1,ap,0.04552442746937241,0.002091165512937352,3
ml,v1,precision,0.05000000000000001,6.938893903907228e-18,3
ml,v1,recall,1.0,0.0,3
ml,v1,f1,0.09523809523809523,0.0,3
ml,v1,accuracy,0.05000000000000001,6.938893903907228e-18,3
ml,v1,mrr,0.13858563986055394,0.007603013641519221,3
ml,v1,hits@1,0.025518341307814992,0.004915800640326137,3
ml,v1,hits@3,0.0901116427432217,0.015328853896922713,3
ml,v1,hits@5,0.17025518341307813,0.011733603643988958,3
ml,v1,train_time_s,31.049883000998914,0.21006391204699557,3
ml,v1,eval_time_s,0.10274835367454216,0.00019527220335797748,3
ml,v1,elapsed_time_s,31.439853152648237,0.3629805240148328,3
ml,v1,time_to_best_s,2.042644433308548,0.16090472236310968,3
ml,v1,best_val_loss,0.6957047780354818,0.000581722825009775,3
ml,v1,best_epoch,1.0,0.0,3
