task,variant,metric,mean,std,n_seeds
ml,v2,auc,0.4560201487699698,0.002698717328277715,3
ml,v2,ap,0.04533948765404331,0.000660948675400403,3
ml,v2,precision,0.05000000000000001,6.938893903907228e-18,3
ml,v2,recall,1.0,0.0,3
ml,v2,f1,0.09523809523809523,0.0,3
ml,v2,accuracy,0.05000000000000001,6.938893903907228e-18,3
ml,v2,mrr,0.15987355511640955,0.004784587601696748,3
ml,v2,hits@1,0.041068580542264754,0.005379081963011181,3
ml,v2,hits@3,0.12280701754385964,0.008306485907495872,3
ml,v2,hits@5,0.20733652312599682,0.0020331018794229583,3
ml,v2,train_time_s,30.982653788659565,0.13329530310130386,3
ml,v2,eval_time_s,0.102224819342761,0.00023775736813180397,3
ml,v2,elapsed_time_s,31.37039399166436,0.28523037135602003,3
ml,v2,time_to_best_s,2.0364296833092035,0.1582959804917693,3
ml,v2,best_val_loss,0.6960073510805765,0.00034914143475305606,3
ml,v2,best_epoch,1.0,0.0,3
