task,variant,metric,mean,std,n_seeds
mg,v2,auc,0.5003987240829346,0.03115506427009241,3
mg,v2,ap,0.33303360161307927,0.01960961534853625,3
mg,v2,precision,0.3333333333333333,0.0,3
mg,v2,recall,1.0,0.0,3
mg,v2,f1,0.5,0.0,3
mg,v2,accuracy,0.3333333333333333,0.0,3
mg,v2,mrr,0.6141015417331207,0.023104408275052533,3
mg,v2,hits@1,0.339712918660287,0.03722895964988022,3
mg,v2,hits@3,1.0,0.0,3
mg,v2,hits@5,1.0,0.0,3
mg,v2,train_time_s,20.691218589316122,4.754145321643537,3
mg,v2,eval_time_s,0.05267520733953764,0.00026096107687464997,3
mg,v2,elapsed_time_s,20.951836342341267,4.893395562797762,3
mg,v2,time_to_best_s,6.23860875532652,4.786941560234385,3
mg,v2,best_val_loss,0.6960806647936503,0.010473186756100962,3
mg,v2,best_epoch,6.333333333333333,4.784233364802441,3
