variant,seed,accuracy,precision_macro,recall_macro,micro_f1,macro_f1,train_time_s,elapsed_time_s,time_to_best_s,best_epoch,epochs_trained
No Changes,1566911444,0.5229415461973601,0.19968963294296777,0.21630822540262434,0.5229415461973601,0.20366096186649635,5.9912908768747,6.53461000113748,1.4628476190846413,25,200
No Changes,20241017,0.4883720930232558,0.06976744186046512,0.14285714285714285,0.4883720930232558,0.09375,5.168941241921857,5.35278949001804,0.026170549914240837,1,200
No Changes,20251017,0.5179132620993087,0.14857220231445883,0.18259934375132922,0.5179132620993087,0.15371763020682597,5.1848787039052695,5.367189227137715,0.9663107069209218,37,200
Exact 2-Hop,1566911444,0.5009428032683847,0.24095598301769108,0.16785393364134782,0.5009428032683847,0.1465625975020788,233.19140203483403,233.47787386807613,19.821194116026163,17,200
Exact 2-Hop,20241017,0.491514770584538,0.1446747445194376,0.1613659502350677,0.491514770584538,0.13620088091609248,233.07057397416793,233.35729337809607,17.45851978403516,15,200
Exact 2-Hop,20251017,0.48900062853551224,0.12547005680247708,0.1587041911835814,0.48900062853551224,0.13029477978088694,233.59012482408434,233.87448053713888,27.934452194022015,24,200
