super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,train_loss_v2,val_loss_v2,train_loss_v3,val_loss_v3,train_loss_v4,val_loss_v4
1,"v1,v3,v4,v2",4,4,4,4,0.6898392289876938,0.7530837655067444,0.7530837655067444,0.5285444089677185,0.6931900382041931,0.7397204637527466,0.6824123859405518,0.7662858963012695,0.6928732395172119,0.7527954578399658,0.6908812522888184,0.7535332441329956
2,"v1,v4,v3,v2",8,8,8,8,0.6114710420370102,1.1410077214241028,0.7530837655067444,0.0927067541051656,0.6704726815223694,1.055828332901001,0.5362761616706848,1.2243596315383911,0.6213789582252502,1.1412311792373657,0.6177563667297363,1.1426117420196533
3,"v1,v3,v4,v2",12,12,12,12,0.4993920102715492,1.433293879032135,0.7530837655067444,0.09322679205797613,0.5493673086166382,1.4280893802642822,0.4554082751274109,1.444779634475708,0.5128401517868042,1.4221646785736084,0.47995230555534363,1.4381418228149414
4,"v2,v4,v3,v1",16,16,16,16,0.36081936955451965,1.0866573303937912,0.7530837655067444,0.09668352105654776,0.29492896795272827,0.8557377457618713,0.4142337441444397,1.3194894790649414,0.35020142793655396,1.0995374917984009,0.3839133381843567,1.0718646049499512
5,"v1,v2,v3,v4",20,20,20,20,0.33818042278289795,1.1542091965675354,0.7530837655067444,0.09603192913345993,0.25131720304489136,0.9607205390930176,0.642086386680603,1.3627418279647827,0.2454218566417694,1.12364661693573,0.213896244764328,1.1697278022766113
6,"v1,v3,v4,v2",24,24,24,24,0.23032964766025543,1.793249100446701,0.7530837655067444,0.09401353704743087,0.2568569481372833,1.1614799499511719,0.2017718106508255,2.4162344932556152,0.24409165978431702,1.7443184852600098,0.2185981720685959,1.8509634733200073
7,"v2,v3,v1,v4",28,28,28,28,0.17642341181635857,3.6164655685424805,0.7530837655067444,0.09476502286270261,0.17365799844264984,1.7442653179168701,0.18760477006435394,5.530947685241699,0.1914624720811844,3.5049304962158203,0.1529684066772461,3.6857187747955322
8,"v1,v4,v3,v2",32,32,32,32,0.12576189637184143,3.9624328315258026,0.7530837655067444,0.09359239996410906,0.13422825932502747,1.7296310663223267,0.11051269620656967,6.350376129150391,0.12131340056657791,3.88334059715271,0.13699322938919067,3.886383533477783
9,"v2,v4,v3,v1",36,36,36,36,0.08499367348849773,4.294665902853012,0.7530837655067444,0.09398096590302885,0.07908347249031067,1.8572863340377808,0.0960642471909523,6.843606948852539,0.0776209831237793,4.168703556060791,0.08720599114894867,4.3090667724609375
10,"v3,v1,v2,v4",40,40,40,40,0.063473098911345,2.6511355340480804,0.7530837655067444,0.09504307899624109,0.060830049216747284,1.4335521459579468,0.07565084844827652,3.977651357650757,0.06649664789438248,2.5390255451202393,0.05091485008597374,2.654313087463379
11,"v1,v3,v4,v2",44,44,44,44,0.04137423913925886,2.030139207839966,0.7530837655067444,0.09436074108816683,0.04932665824890137,1.2345037460327148,0.0336202047765255,2.88558292388916,0.04402690380811691,1.957798719406128,0.03852318972349167,2.0426714420318604
12,"v4,v2,v3,v1",48,48,48,48,0.027809692081063986,2.209169626235962,0.7530837655067444,0.09355850494466722,0.028369015082716942,1.313920259475708,0.02653314545750618,3.165400266647339,0.02575288899242878,2.1323490142822266,0.030583718791604042,2.225008964538574
13,"v4,v3,v1,v2",52,52,52,52,0.020141414366662502,2.640259176492691,0.7530837655067444,0.09428466204553843,0.019474169239401817,1.4668973684310913,0.018263667821884155,3.887284994125366,0.022243594750761986,2.541839122772217,0.02058422565460205,2.66501522064209
14,"v1,v2,v4,v3",56,56,56,56,0.01286839391104877,2.6659556925296783,0.7530837655067444,0.09638641308993101,0.016190290451049805,1.4862335920333862,0.01229607593268156,3.926231622695923,0.010825679637491703,2.5656259059906006,0.012161529622972012,2.6857316493988037
15,"v4,v1,v2,v3",60,60,60,60,0.009507520589977503,3.3569128215312958,0.7530837655067444,0.09711425611749291,0.011079380288720131,1.8785771131515503,0.008661664091050625,4.901322364807129,0.00886355061084032,3.241473913192749,0.009425487369298935,3.406277894973755
16,"v3,v2,v4,v1",64,64,64,64,0.007061914075165987,3.6134407222270966,0.7530837655067444,0.09298061695881188,0.006935598328709602,1.9812332391738892,0.005528695415705442,5.316397190093994,0.00844169594347477,3.4539363384246826,0.007341666612774134,3.7021961212158203
