task,variant,metric,mean,std,n_seeds
pc,v2,auc,0.6714203428744093,0.013017866364458478,3
pc,v2,ap,0.4032753827269788,0.009361220544222691,3
pc,v2,precision,0.2812648902928609,0.019538055706110675,3
pc,v2,recall,0.8815331010452961,0.07129388735527432,3
pc,v2,f1,0.42468219342437613,0.013503486609971973,3
pc,v2,accuracy,0.3992450638792102,0.08008043751887665,3
pc,v2,mrr,0.6728610143244289,0.010139992918086479,3
pc,v2,hits@1,0.46457607433217185,0.015668684742429797,3
pc,v2,hits@3,0.8629500580720092,0.013140195701492169,3
pc,v2,train_time_s,6.9490134353206185,0.7131744985224214,3
pc,v2,eval_time_s,0.06454226465818162,0.004204300688551073,3
pc,v2,elapsed_time_s,7.217033706683044,0.9381102479320774,3
pc,v2,time_to_best_s,5.578249123005662,0.7113956492582536,3
pc,v2,best_val_loss,1.3432681560516357,0.007026058115207162,3
pc,v2,best_epoch,19.333333333333332,1.247219128924647,3
