variant,seed,accuracy,precision_macro,recall_macro,micro_f1,macro_f1,train_time_s,elapsed_time_s,time_to_best_s,best_epoch,epochs_trained
No Changes,1566911444,0.5229415461973601,0.19968963294296777,0.21630822540262434,0.5229415461973601,0.20366096186649635,6.26026103598997,7.002966352039948,1.8234698650194332,25,200
No Changes,20241017,0.4883720930232558,0.06976744186046512,0.14285714285714285,0.4883720930232558,0.09375,5.068335484014824,5.246663172030821,0.02565307600889355,1,200
No Changes,20251017,0.5179132620993087,0.14857220231445883,0.18259934375132922,0.5179132620993087,0.15371763020682597,5.079360053990968,5.257181672961451,0.9457273859297857,37,200
Exact 2-Hop,1566911444,0.5009428032683847,0.24095598301769108,0.16785393364134782,0.5009428032683847,0.1465625975020788,233.01149224094115,233.65113749401644,20.200621651951224,17,200
Exact 2-Hop,20241017,0.491514770584538,0.1446747445194376,0.1613659502350677,0.491514770584538,0.13620088091609248,232.40198587207124,232.68027180305216,17.409519731998444,15,200
Exact 2-Hop,20251017,0.48900062853551224,0.12547005680247708,0.1587041911835814,0.48900062853551224,0.13029477978088694,232.6808767579496,232.9580355209764,27.971735483035445,24,200
