seed,mrr,mrr_tail,mrr_head,hits@1,hits@3,hits@10,hits@1_tail,hits@3_tail,hits@10_tail,hits@1_head,hits@3_head,hits@10_head,best_epoch,best_val_loss,train_time_s,eval_time_s,elapsed_time_s,time_to_best_s,_type
1566911444,0.006801775168824199,0.010656337821491094,0.002947212516157303,0.002688172043010753,0.004838709677419355,0.01510752688172043,0.004408602150537635,0.005913978494623656,0.026344086021505377,0.000967741935483871,0.003763440860215054,0.003870967741935484,14,1.385382890701294,6.710672457003966,2.5880067279795185,10.259826321038418,4.332028681994416,per_seed
20241017,0.007303878234605038,0.010976498471065601,0.0036312579981444748,0.0033870967741935487,0.00489247311827957,0.01478494623655914,0.004516129032258065,0.006021505376344086,0.025698924731182796,0.0022580645161290325,0.003763440860215054,0.003870967741935484,13,1.385427713394165,5.567901692935266,2.569390911026858,8.20050750800874,3.1898677529534325,per_seed
20251017,0.005258134189084953,0.009670732510761117,0.0008455358674087888,0.0015591397849462367,0.0032795698924731184,0.014301075268817205,0.003010752688172043,0.006021505376344086,0.02666666666666667,0.00010752688172043011,0.0005376344086021505,0.001935483870967742,8,1.3857742547988892,4.290577122941613,2.8177165730157867,7.168215555022471,1.9069340289570391,per_seed
,0.006455,0.010435,0.002475,0.002545,0.004337,0.014731,0.003978,0.005986,0.026237,0.001111,0.002688,0.003226,11.666667,1.385528,5.523050,2.658371,8.542850,3.142943,mean
,0.000871,0.000556,0.001185,0.000753,0.000748,0.000331,0.000686,0.000051,0.000402,0.000884,0.001521,0.000912,2.624669,0.000175,0.988509,0.112930,1.285149,0.990597,std
