variant,candidate_BCE,AUC,AP,Precision,Recall,F1,Accuracy
no_changes,0.5935119390487671,0.5979737976834757,0.04064234154356601,0.06902321690023008,0.21059349074664965,0.10396975425330812,0.9288261571380307
all_inverse_edges,0.5935119390487671,0.5979737976834757,0.04064234154356601,0.06902321690023008,0.21059349074664965,0.10396975425330812,0.9288261571380307
universal_edges,0.6630389094352722,0.6955631261227397,0.05041243208039041,0.028683014277482554,0.7147415443522654,0.05515271639439116,0.5198205638349788
