seed,mrr,mrr_tail,mrr_head,hits@1,hits@3,hits@10,hits@1_tail,hits@3_tail,hits@10_tail,hits@1_head,hits@3_head,hits@10_head,best_epoch,best_val_loss,train_time_s,_type
1566911444,0.04262194702269476,0.08131547710979646,0.003928416935593068,0.018256886652474033,0.048738791045738986,0.08562350816076382,0.03602993355267402,0.0957357589832914,0.16534417134378426,0.00048383975227404683,0.0017418231081865686,0.0059028449777433715,142,0.7506684064865112,34.25248694419861,per_seed
20241017,0.04613148057200706,0.085355777697961,0.006907183446053125,0.025546738920069673,0.05280304496484098,0.07875298367847235,0.04848074317785949,0.09721953422359848,0.14563576543448808,0.0026127346622798527,0.008386555706083479,0.011870201922456615,200,0.6877202987670898,41.049137353897095,per_seed
20251017,0.045735766122841526,0.0876639234152546,0.003807608830428456,0.021724404877104704,0.050319334236500875,0.09225211276691826,0.04319076188632991,0.0988323333978453,0.17769821301851493,0.00025804786787949165,0.0018063350751564415,0.006806012515321592,200,0.678295373916626,41.01722955703735,per_seed
,0.044830,0.084778,0.004881,0.021843,0.050620,0.085543,0.042567,0.097263,0.162893,0.001118,0.003978,0.008193,180.666667,0.705561,38.772951,mean
,0.001569,0.002624,0.001434,0.002977,0.001673,0.005511,0.005102,0.001265,0.013204,0.001061,0.003117,0.002626,27.341462,0.032127,3.196478,std
