super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,train_loss_v2,val_loss_v2,train_loss_v3,val_loss_v3,train_loss_v4,val_loss_v4
1,"v4,v3,v2,v1",4,4,4,4,55.966750621795654,1.7621103525161743,1.7621103525161743,0.1343279448337853,7.0581207275390625,2.8762130737304688,9.784744262695312,0.7648972272872925,193.395263671875,1.1672967672348022,13.628873825073242,2.240034341812134
2,"v2,v4,v1,v3",8,8,8,8,1.298744611442089,1.087468683719635,1.087468683719635,0.12208475987426937,0.41648951172828674,1.509249210357666,3.6363344192504883,0.7449341416358948,0.398407518863678,0.8402318358421326,0.7437469959259033,1.2554595470428467
3,"v4,v2,v3,v1",12,12,12,12,0.23530225828289986,2.908423572778702,1.087468683719635,0.1016874210909009,0.08003087341785431,4.797471046447754,0.42603370547294617,1.1201688051223755,0.09970521926879883,1.9158363342285156,0.3354392349720001,3.800218105316162
4,"v1,v3,v4,v2",16,16,16,16,0.27246017288416624,5.723402351140976,1.087468683719635,0.10071906098164618,0.08980436623096466,9.560020446777344,0.04636799916625023,1.9703012704849243,0.5335694551467896,3.7602055072784424,0.4200988709926605,7.603082180023193
5,"v4,v1,v2,v3",20,20,20,20,0.11127885058522224,3.319074898958206,1.087468683719635,0.10345371114090085,0.06389108300209045,5.500050067901611,0.08658267557621002,1.214931607246399,0.03413769602775574,2.183096408843994,0.26050394773483276,4.37822151184082
6,"v4,v2,v1,v3",24,24,24,24,0.05880584544502199,3.375268429517746,1.087468683719635,0.10157748707570136,0.007779227569699287,5.684070110321045,0.2069576531648636,1.1824082136154175,0.0035784030333161354,2.1517553329467773,0.01690809801220894,4.482840061187744
7,"v4,v1,v2,v3",28,28,28,28,0.01667138224001974,3.808663994073868,1.087468683719635,0.10141911217942834,0.004460873547941446,6.422979354858398,0.03804314509034157,1.3082774877548218,0.015421665273606777,2.4198668003082275,0.008759845048189163,5.083532333374023
8,"v3,v4,v2,v1",32,32,32,32,0.024698598717804998,3.3992227017879486,1.087468683719635,0.10289406892843544,0.08685509860515594,5.725028038024902,0.002939402824267745,1.20006263256073,0.006259659305214882,2.1461234092712402,0.002740234136581421,4.525676727294922
9,"v3,v4,v2,v1",36,36,36,36,0.0014394576173799578,2.382317066192627,1.087468683719635,0.10172891593538225,0.003494703909382224,4.007771968841553,0.0003800335107371211,0.9023122787475586,0.00015469234494958073,1.4824130535125732,0.0017284007044509053,3.1367709636688232
10,"v1,v4,v2,v3",40,40,40,40,0.0013411119070951827,1.7426874190568924,1.087468683719635,0.10053942794911563,0.0028959864284843206,2.8689723014831543,0.000298221071716398,0.7650139927864075,0.00014571062638424337,1.1002068519592285,0.0020245295017957687,2.2365565299987793
11,"v4,v3,v2,v1",44,44,44,44,0.0012160512706032023,1.342672511935234,1.087468683719635,0.10078658093698323,0.0024293626192957163,2.1175575256347656,0.0017036875942721963,0.7048570513725281,0.00015288428403437138,0.8900086879730225,0.0005782705848105252,1.6582667827606201
12,"v4,v2,v3,v1",48,48,48,48,0.000810393508800189,1.1343234032392502,1.087468683719635,0.10031013586558402,0.0015505407936871052,1.7025384902954102,0.001464002300053835,0.6859135031700134,0.00010559627844486386,0.791243314743042,0.0001214346630149521,1.3575983047485352
13,"v2,v1,v3,v4",52,52,52,52,0.001197661875266931,1.010141521692276,1.010141521692276,0.12304782099090517,8.02184731583111e-05,1.4483177661895752,0.001263283658772707,0.6813830733299255,0.0001914525928441435,0.7364394068717957,0.0032556927762925625,1.1744258403778076
14,"v2,v3,v1,v4",56,56,56,56,0.0017661541351117194,0.9958871603012085,0.9958871603012085,0.12854472594335675,0.0024345475248992443,1.416106104850769,0.0008172752568498254,0.6780630350112915,0.001740376348607242,0.7332148551940918,0.0020724174100905657,1.1561646461486816
15,"v1,v3,v2,v4",60,60,60,60,0.0014110306656220928,0.9888792037963867,0.9888792037963867,0.1273570260964334,0.0012493609683588147,1.4017441272735596,0.0005512073985300958,0.6777066588401794,0.0016125701367855072,0.7295926213264465,0.0022309841588139534,1.1464734077453613
