task,variant,metric,mean,std,n_seeds
md,v3,auc,0.5078510037083047,0.0011570028221215515,3
md,v3,ap,0.07655781221373002,0.0006085999465370304,3
md,v3,precision,0.05000000000000001,6.938893903907228e-18,3
md,v3,recall,1.0,0.0,3
md,v3,f1,0.09523809523809523,0.0,3
md,v3,accuracy,0.05000000000000001,6.938893903907228e-18,3
md,v3,mrr,0.26137065749911453,0.002303218939963562,3
md,v3,hits@1,0.12041467304625197,0.003947167040116291,3
md,v3,hits@3,0.2854864433811802,0.005379081963011198,3
md,v3,hits@5,0.3883572567783094,0.0036976150301019665,3
md,v3,train_time_s,34.96736868222555,0.08065912140572015,3
md,v3,best_val_loss,0.6893547574679056,0.002269001209015105,3
md,v3,best_epoch,1.0,0.0,3
