task,variant,metric,mean,std,n_seeds
ml,v1,auc,0.45636334668371203,0.006744502992478134,3
ml,v1,ap,0.045665962798405006,0.0022841723178582997,3
ml,v1,precision,0.05000000000000001,6.938893903907228e-18,3
ml,v1,recall,1.0,0.0,3
ml,v1,f1,0.09523809523809523,0.0,3
ml,v1,accuracy,0.05000000000000001,6.938893903907228e-18,3
ml,v1,mrr,0.13832883484132616,0.00920553596980929,3
ml,v1,hits@1,0.02631578947368421,0.007373700960489206,3
ml,v1,hits@3,0.08971291866028708,0.013846694859796919,3
ml,v1,hits@5,0.1678628389154705,0.013961037799052313,3
ml,v1,train_time_s,34.94953727722168,0.09780249373885955,3
ml,v1,best_val_loss,0.6955902377764384,0.00066150325264811,3
ml,v1,best_epoch,1.0,0.0,3
