seed,variants,super_epochs_ran,variant_epochs_ran,updates_per_super_epoch,optimizer_steps,training_seconds,best_mean_val_filtered_MRR,mean_legacy_test_filtered_MRR,mean_legacy_test_Hits@1,mean_legacy_test_Hits@3,mean_legacy_test_Hits@10,mean_legacy_test_binary_AUC,mean_legacy_test_binary_AP,mean_legacy_test_binary_Precision,mean_legacy_test_binary_Recall,mean_legacy_test_binary_F1,mean_legacy_test_binary_Accuracy,mean_legacy_test_edge_count,mean_legacy_test_training_triples,mean_shared_candidate_candidate_BCE,mean_shared_candidate_AUC,mean_shared_candidate_AP,mean_shared_candidate_Precision,mean_shared_candidate_Recall,mean_shared_candidate_F1,mean_shared_candidate_Accuracy,parameter_bytes,buffer_bytes,static_model_bytes,checkpoint_bytes,process_peak_rss_bytes,training_gpu_allocated_bytes,training_gpu_reserved_bytes,training_gpu_peak_allocated_bytes,training_gpu_peak_reserved_bytes,inference_gpu_allocated_bytes,inference_gpu_reserved_bytes,inference_gpu_peak_allocated_bytes,inference_gpu_peak_reserved_bytes
1566911444,"no_changes,all_inverse_edges,universal_edges",17,51,19,323,232.95965650491416,0.006995433084370056,0.00850086521828926,0.004839395873218464,0.006807062327164433,0.01568815145713678,0.6301907094676459,0.043572949913137565,0.05542559083999538,0.37864284194852155,0.08749039746916605,0.7915462292128083,477660.6666666667,384711.3333333333,0.6166875958442688,0.6305035738298971,0.04389903838917414,0.05557648269264757,0.37864284194852155,0.0876974083003358,0.7924909593703467,11798784,0,11798784,11809480,2034638848,106539520,3072327680,2992929792,3072327680,106539520,343932928,313923584,343932928
20241017,"no_changes,all_inverse_edges,universal_edges",12,36,19,228,160.89541495102458,0.007218563720494224,0.008353403027512396,0.003190810465858328,0.007923845990214848,0.018134439480961495,0.672117756042347,0.046453310850896844,0.021125962644831825,0.9756434801106147,0.04135312082660431,0.11024980083503301,477660.6666666667,384711.3333333333,0.7100857893625895,0.6722698957994382,0.04671725841471841,0.021104725325856003,0.9756434801106147,0.04131249148372326,0.10939474705006445,11798784,0,11798784,11809480,2047717376,100916736,3070230528,2992929792,3070230528,100916736,364904448,308300800,364904448
20251017,"no_changes,all_inverse_edges,universal_edges",13,39,19,247,173.28455848712474,0.006558465992263862,0.007606493918519491,0.002871729419272495,0.006541161455009572,0.01595405232929164,0.6525876895939396,0.061956368874027674,0.050697124890227076,0.38800255264837274,0.08053533768274859,0.7669832451168087,477660.6666666667,384711.3333333333,0.6975056330362955,0.6529107009506728,0.062494830476826156,0.050318791746340484,0.38800255264837274,0.08013496625443338,0.7675671842870312,11798784,0,11798784,11809480,2047766528,100916736,3070230528,2992929792,3070230528,100916736,364904448,308300800,364904448
