task,variant,metric,mean,std,n_seeds
mg,v2,auc,0.5003988433186054,0.031154924569218242,3
mg,v2,ap,0.33303405242721723,0.019610082654108515,3
mg,v2,precision,0.3333333333333333,0.0,3
mg,v2,recall,1.0,0.0,3
mg,v2,f1,0.5,0.0,3
mg,v2,accuracy,0.3333333333333333,0.0,3
mg,v2,mrr,0.6141015417331207,0.023104408275052533,3
mg,v2,hits@1,0.339712918660287,0.03722895964988022,3
mg,v2,hits@3,1.0,0.0,3
mg,v2,hits@5,1.0,0.0,3
mg,v2,train_time_s,20.69075624148051,4.774769764525776,3
mg,v2,best_val_loss,0.6960805455843607,0.010473283739534508,3
mg,v2,best_epoch,6.333333333333333,4.784233364802441,3
