task,variant,metric,mean,std,n_seeds
md,v3,auc,0.5393220666418456,0.001535120245169819,3
md,v3,ap,0.07133507560324658,0.003180742308795173,3
md,v3,precision,0.05000000000000001,6.938893903907228e-18,3
md,v3,recall,1.0,0.0,3
md,v3,f1,0.09523809523809523,0.0,3
md,v3,accuracy,0.05000000000000001,6.938893903907228e-18,3
md,v3,mrr,0.2447969072863528,0.008427594705247947,3
md,v3,hits@1,0.10406698564593302,0.011006518135440398,3
md,v3,hits@3,0.25199362041467305,0.014164529241093782,3
md,v3,hits@5,0.3620414673046252,0.004066203758845942,3
md,v3,train_time_s,0.7495482762654623,0.16448390588821865,3
md,v3,best_val_loss,0.6820681691169739,0.0018892031560528925,3
md,v3,best_epoch,4.0,0.0,3
