task,variant,metric,mean,std,n_seeds
mg,v4,auc,0.5001873192387231,0.021009720012783097,3
mg,v4,ap,0.3349999408041091,0.012010119936642033,3
mg,v4,precision,0.3333333333333333,0.0,3
mg,v4,recall,1.0,0.0,3
mg,v4,f1,0.5,0.0,3
mg,v4,accuracy,0.3333333333333333,0.0,3
mg,v4,mrr,0.611842105263158,0.025732895710070994,3
mg,v4,hits@1,0.3325358851674641,0.041344438267354774,3
mg,v4,hits@3,1.0,0.0,3
mg,v4,hits@5,1.0,0.0,3
mg,v4,train_time_s,16.581307252248127,0.6445676270513405,3
mg,v4,best_val_loss,0.7232398192087809,0.03847796987677986,3
mg,v4,best_epoch,2.0,0.816496580927726,3
