task,variant,metric,mean,std,n_seeds
mg,v3,auc,0.49946701655181885,0.031241362648133864,3
mg,v3,ap,0.33495408069040217,0.01894329763477582,3
mg,v3,precision,0.3333333333333333,0.0,3
mg,v3,recall,1.0,0.0,3
mg,v3,f1,0.5,0.0,3
mg,v3,accuracy,0.3333333333333333,0.0,3
mg,v3,mrr,0.6160287081339711,0.028477851722021764,3
mg,v3,hits@1,0.33771929824561403,0.04458940529168826,3
mg,v3,hits@3,1.0,0.0,3
mg,v3,hits@5,1.0,0.0,3
mg,v3,train_time_s,16.814459244410198,0.3999375479507262,3
mg,v3,best_val_loss,0.7008575201034546,0.029048348597388984,3
mg,v3,best_epoch,2.3333333333333335,0.4714045207910317,3
