variant,candidate_BCE,AUC,AP,Precision,Recall,F1,Accuracy
no_changes,0.6883431077003479,0.6402000171859862,0.07046871350219996,0.06194959003947768,0.19527760051052967,0.09405978636747868,0.9262422263097965
all_inverse_edges,0.6883431077003479,0.6402000171859862,0.07046871350219996,0.06194959003947768,0.19527760051052967,0.09405978636747868,0.9262422263097965
universal_edges,0.7158306837081909,0.6783320684800461,0.04654706442607855,0.02705719516006608,0.7734524569240587,0.052285326028342786,0.4502171002415006
