task,variant,metric,mean,std,n_seeds
md,v3,auc,0.5078338212205957,0.00119085354669371,3
md,v3,ap,0.0765704594191689,0.0006344726831629793,3
md,v3,precision,0.05000000000000001,6.938893903907228e-18,3
md,v3,recall,1.0,0.0,3
md,v3,f1,0.09523809523809523,0.0,3
md,v3,accuracy,0.05000000000000001,6.938893903907228e-18,3
md,v3,mrr,0.2613009529717241,0.0023185809852081644,3
md,v3,hits@1,0.12041467304625197,0.003947167040116291,3
md,v3,hits@3,0.2854864433811802,0.005379081963011198,3
md,v3,hits@5,0.3883572567783094,0.0036976150301019665,3
md,v3,train_time_s,31.254397160645265,0.3700806595663484,3
md,v3,eval_time_s,0.10505590300696592,0.0007124743966853858,3
md,v3,elapsed_time_s,31.680077067324117,0.5682071936253724,3
md,v3,time_to_best_s,2.1994294919810877,0.367137498148154,3
md,v3,best_val_loss,0.689371128877004,0.002302772484066366,3
md,v3,best_epoch,1.0,0.0,3
