super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,mean_val_macro_f1,best_mean_val_macro_f1,cycle_seconds,train_loss_v1,val_loss_v1,val_macro_f1_v1,val_accuracy_v1,train_loss_v2,val_loss_v2,val_macro_f1_v2,val_accuracy_v2,train_loss_v3,val_loss_v3,val_macro_f1_v3,val_accuracy_v3,train_loss_v4,val_loss_v4,val_macro_f1_v4,val_accuracy_v4
14,"v2,v3,v4,v1",56,56,56,56,0.01642932277172804,6.174238443374634,0.607104134079155,0.617850226999537,0.15484648197889328,0.011457483284175396,8.284647941589355,0.6192622585781278,0.6172248803827751,0.0245266892015934,4.743253707885742,0.6045265022912222,0.6028708133971292,0.01581682823598385,5.368582725524902,0.5975135975135976,0.5956937799043063,0.013916290365159512,6.300469398498535,0.6071141779336722,0.6052631578947368
15,"v4,v1,v3,v2",60,60,60,60,0.014495003735646605,6.947919845581055,0.610909542512898,0.617850226999537,0.15689472993835807,0.009331513196229935,9.631622314453125,0.6136827314502317,0.6124401913875598,0.025651399046182632,5.144459247589111,0.6092918898654148,0.6076555023923444,0.010589202865958214,5.93715763092041,0.6043665766198479,0.6028708133971292,0.012407899834215641,7.078440189361572,0.6162969721160975,0.6148325358851675
16,"v2,v1,v4,v3",64,64,64,64,0.011180043802596629,7.759290814399719,0.6117585761047302,0.617850226999537,0.15740761114284396,0.00647003622725606,11.190686225891113,0.6268333669422599,0.6244019138755981,0.02427220717072487,5.498787879943848,0.6005242283868237,0.5980861244019139,0.006270776502788067,6.484301567077637,0.6028046307933915,0.6004784688995215,0.007707155309617519,7.863387584686279,0.6168720782964457,0.6148325358851675
17,"v3,v2,v1,v4",68,68,68,68,0.010345975286327302,8.27860403060913,0.5998583244138136,0.617850226999537,0.16277406504377723,0.007789975497871637,11.945270538330078,0.6122470238095238,0.6100478468899522,0.022908497601747513,5.875329971313477,0.5838747833182283,0.5813397129186603,0.005469320807605982,6.863736152648926,0.6053165465521652,0.6028708133971292,0.005216107238084078,8.430079460144043,0.5979949439753375,0.5956937799043063
18,"v4,v3,v1,v2",72,72,72,72,0.010552013525739312,8.671729683876038,0.6012765461181098,0.617850226999537,0.1549820750951767,0.004200196359306574,12.510083198547363,0.6151037216871514,0.6148325358851675,0.029523247852921486,6.17918062210083,0.5906005627560943,0.5885167464114832,0.004015929531306028,7.1309356689453125,0.5978250455111622,0.5956937799043063,0.0044686803594231606,8.866719245910645,0.601576854518031,0.6004784688995215
19,"v1,v2,v4,v3",76,76,76,76,0.007414076273562387,8.875097513198853,0.6073399762436424,0.617850226999537,0.15671973396092653,0.0019328224007040262,12.90046215057373,0.6245899167615513,0.6220095693779905,0.02341466210782528,6.307542324066162,0.6004983522224902,0.5980861244019139,0.0018050976796075702,7.282313823699951,0.6010856463632238,0.5980861244019139,0.002503722906112671,9.010071754455566,0.6031859896273043,0.6004784688995215
20,"v4,v2,v1,v3",80,80,80,80,0.00798196013784036,9.164539694786072,0.601236426920656,0.617850226999537,0.15714202704839408,0.0014253368135541677,13.371042251586914,0.6175375099117851,0.6148325358851675,0.026687147095799446,6.4963603019714355,0.5865530555185727,0.583732057416268,0.0013677575625479221,7.45620059967041,0.6012107308079282,0.5980861244019139,0.0024475990794599056,9.334555625915527,0.5996444114443378,0.5956937799043063
21,"v4,v3,v1,v2",84,84,84,84,0.007136339292628691,9.589126825332642,0.6009577943255417,0.617850226999537,0.1541597901377827,0.0023659472353756428,14.104451179504395,0.6181236500597188,0.6172248803827751,0.02325313165783882,6.730522632598877,0.5929502145731883,0.5909090909090909,0.0011784814996644855,7.702810764312744,0.5904153603273076,0.5885167464114832,0.0017477967776358128,9.81872272491455,0.6023419523419523,0.6004784688995215
22,"v2,v3,v1,v4",88,88,88,88,0.007787525042658672,9.577010989189148,0.6014818646364825,0.617850226999537,0.1552344940137118,0.0033895752858370543,13.957093238830566,0.6087537166538864,0.6052631578947368,0.02355612814426422,6.744653224945068,0.5923353330615256,0.5885167464114832,0.003007999388501048,7.7533721923828125,0.592929359555351,0.5885167464114832,0.0011963973520323634,9.852925300598145,0.611909049275167,0.6076555023923444
23,"v1,v4,v2,v3",92,92,92,92,0.008201266624382697,9.460867404937744,0.6020775295149382,0.617850226999537,0.15997640788555145,0.0006752679473720491,13.717333793640137,0.6098896247240617,0.6052631578947368,0.02607998438179493,6.687206745147705,0.592863410390256,0.5885167464114832,0.0038138122763484716,7.731185436248779,0.5954197317833682,0.5909090909090909,0.002236001892015338,9.707743644714355,0.610137351162067,0.6052631578947368
24,"v1,v2,v3,v4",96,96,96,96,0.008352079894393682,9.362025141716003,0.6034542772926623,0.617850226999537,0.16181146795861423,0.00717414915561676,13.27981185913086,0.6126066804293319,0.6124401913875598,0.023683862760663033,6.727781295776367,0.5965812440079288,0.5956937799043063,0.0015340722166001797,7.75538969039917,0.5938378178269137,0.5933014354066986,0.0010162354446947575,9.685117721557617,0.6107913669064748,0.6100478468899522
25,"v3,v4,v1,v2",100,100,100,100,0.00882742099929601,9.317665338516235,0.6030218691626832,0.617850226999537,0.15485683409497142,0.0017917021177709103,13.13472843170166,0.6069092411099847,0.6076555023923444,0.02589961141347885,6.725762367248535,0.5983313256887551,0.5980861244019139,0.002678047399967909,7.755849838256836,0.5985204228926922,0.5980861244019139,0.004940323065966368,9.65432071685791,0.6083264869593008,0.6076555023923444
26,"v3,v2,v4,v1",104,104,104,104,0.006568329983565491,9.285356402397156,0.6030120901092324,0.617850226999537,0.15686375205405056,0.00030158969457261264,13.079117774963379,0.6120243098660364,0.6100478468899522,0.023539720103144646,6.694823741912842,0.5950063902811085,0.5933014354066986,0.0015638930490240455,7.739557266235352,0.5954369652065661,0.5933014354066986,0.000868117087520659,9.62792682647705,0.6095806950832185,0.6076555023923444
27,"v1,v4,v3,v2",108,108,108,108,0.006905246191308834,9.351453423500061,0.6025120011692698,0.617850226999537,0.15794005198404193,0.0006200686912052333,13.20246696472168,0.607296098821655,0.6052631578947368,0.024713419377803802,6.715718746185303,0.5931609376367711,0.5909090909090909,0.0013135228073224425,7.785982131958008,0.5954369652065661,0.5933014354066986,0.0009739738889038563,9.701645851135254,0.6141540030120871,0.6124401913875598
28,"v4,v2,v1,v3",112,112,112,112,0.006647612324741203,9.421024799346924,0.6053090685815496,0.617850226999537,0.15601675189100206,0.00026572649949230254,13.351775169372559,0.6165631061852016,0.6148325358851675,0.0236956886947155,6.734704494476318,0.5975484663194629,0.5956937799043063,0.0011866212589666247,7.835538387298584,0.6001488262938645,0.5980861244019139,0.0014424128457903862,9.762081146240234,0.6069758755276697,0.6052631578947368
29,"v2,v1,v4,v3",116,116,116,116,0.006218138987605926,9.538396835327148,0.6082769246748777,0.617850226999537,0.1586802308447659,0.0001351164246443659,13.58306884765625,0.6182306491740454,0.6172248803827751,0.023172510787844658,6.782750606536865,0.6063038458122391,0.6052631578947368,0.0009902773890644312,7.9032883644104,0.6024396727220861,0.6004784688995215,0.0005746513488702476,9.884479522705078,0.6061335309911402,0.6052631578947368
30,"v3,v1,v4,v2",120,120,120,120,0.00644928982728743,9.655977725982666,0.6102136994275325,0.617850226999537,0.15749340201728046,0.00016774989489931613,13.834660530090332,0.6233930202997578,0.6220095693779905,0.023761631920933723,6.80996036529541,0.6041938657000286,0.6028708133971292,0.001325751654803753,7.9725494384765625,0.6094127898705364,0.6076555023923444,0.0005420258385129273,10.00674057006836,0.6038551218398068,0.6028708133971292
31,"v1,v2,v4,v3",124,124,124,124,0.006188036644743988,9.814224123954773,0.6097364939194061,0.617850226999537,0.1583825508132577,0.0001300379663007334,14.174888610839844,0.6231845162538231,0.6220095693779905,0.02328052930533886,6.84806489944458,0.5973406803314306,0.5956937799043063,0.0010456086602061987,8.066778182983398,0.6099340738515996,0.6076555023923444,0.0002959706471301615,10.16716480255127,0.608486705240771,0.6076555023923444
32,"v4,v1,v2,v3",128,128,128,128,0.0060949016515223775,10.009391784667969,0.6109081904657894,0.617850226999537,0.15778468293137848,0.00010193510388489813,14.608386039733887,0.6241708616638287,0.6220095693779905,0.023029400035738945,6.894289970397949,0.5928017444899925,0.5909090909090909,0.0010290489299222827,8.189236640930176,0.612559401823636,0.6100478468899522,0.0002192225365433842,10.345654487609863,0.6141007538857002,0.6124401913875598
33,"v1,v3,v4,v2",132,132,132,132,0.005811476341477828,10.231742978096008,0.611100122149523,0.617850226999537,0.1568758198991418,8.451435132883489e-05,15.096575736999512,0.6218576215352151,0.6196172248803827,0.02210545539855957,6.9524922370910645,0.5979314977025568,0.5956937799043063,0.0008834197069518268,8.3283109664917,0.6078239015090227,0.6052631578947368,0.0001725159090710804,10.549592971801758,0.6167874678512977,0.6148325358851675
34,"v3,v4,v2,v1",136,136,136,136,0.005872435411220067,10.479627847671509,0.6117068488391447,0.617850226999537,0.15716197295114398,4.7015892050694674e-05,15.62349796295166,0.622070695020578,0.6196172248803827,0.022219374775886536,7.029019355773926,0.5953024194308262,0.5933014354066986,0.0009978978196159005,8.479644775390625,0.6078239015090227,0.6052631578947368,0.0002254531573271379,10.786349296569824,0.6216303793961521,0.6196172248803827
35,"v1,v2,v4,v3",140,140,140,140,0.005605374475635472,10.754965424537659,0.6117380079671324,0.617850226999537,0.15529529517516494,9.023985330713913e-05,16.204627990722656,0.6268258543957352,0.6244019138755981,0.021378710865974426,7.1200385093688965,0.5953024194308262,0.5933014354066986,0.000808175653219223,8.644558906555176,0.6078239015090227,0.6052631578947368,0.0001443715300410986,11.050636291503906,0.6169998565329454,0.6148325358851675
36,"v3,v2,v1,v4",144,144,144,144,0.005629274670354789,11.104793548583984,0.6136230711210798,0.617850226999537,0.155360589036718,3.804253356065601e-05,16.96125602722168,0.6243697379828959,0.6220095693779905,0.0216001495718956,7.231098175048828,0.6003521302464793,0.5980861244019139,0.0007765796617604792,8.857158660888672,0.6101879844520719,0.6076555023923444,0.0001023269142024219,11.369661331176758,0.6195824318028723,0.6172248803827751
37,"v2,v1,v3,v4",148,148,148,148,0.005465348094730871,11.47320008277893,0.6118051895271497,0.617850226999537,0.1571971201337874,3.712141187861562e-05,17.74787712097168,0.6243697379828959,0.6220095693779905,0.020515143871307373,7.3524169921875,0.5979314977025568,0.5956937799043063,0.0011659531155601144,9.084639549255371,0.6101387163238373,0.6076555023923444,0.00014317398017738014,11.707866668701172,0.6147808060993086,0.6124401913875598
38,"v2,v1,v4,v3",152,152,152,152,0.00537928008407107,11.804235577583313,0.6143816299660609,0.617850226999537,0.16262218495830894,2.3368140318780206e-05,18.426620483398438,0.6286376566130328,0.6267942583732058,0.02068210393190384,7.474013805389404,0.5975740625878233,0.5956937799043063,0.0007370326784439385,9.282014846801758,0.6079457364341084,0.6052631578947368,7.461558561772108e-05,12.034293174743652,0.6233690642292793,0.6220095693779905
39,"v3,v2,v1,v4",156,156,156,156,0.005350338991775061,12.271579027175903,0.6160912225485989,0.617850226999537,0.15702305501326919,2.0670959202107042e-05,19.441434860229492,0.6285907104183742,0.6267942583732058,0.02060854807496071,7.626646995544434,0.6000236720666828,0.5980861244019139,0.0006640586070716381,9.56779956817627,0.6123814434800594,0.6100478468899522,0.00010807832586579025,12.450434684753418,0.6233690642292793,0.6220095693779905
40,"v4,v1,v3,v2",160,160,160,160,0.0052428662170314055,12.731672525405884,0.6166613607249682,0.617850226999537,0.1554445349611342,1.6484171283082105e-05,20.43745994567871,0.6285907104183742,0.6267942583732058,0.02018868923187256,7.778162002563477,0.6000236720666828,0.5980861244019139,0.0006673168390989304,9.849443435668945,0.6171689005477904,0.6148325358851675,9.89746258710511e-05,12.861624717712402,0.6208621598670256,0.6196172248803827
41,"v4,v3,v2,v1",164,164,164,164,0.0050724112388707,13.316296815872192,0.6168717979810107,0.617850226999537,0.15679164719767869,3.4555130696389824e-05,21.69777488708496,0.6264228171888911,0.6244019138755981,0.019514871761202812,7.971700668334961,0.6000236720666828,0.5980861244019139,0.0006650052382610738,10.204733848571777,0.6224081972050106,0.6196172248803827,7.521282532252371e-05,13.39097785949707,0.6186325054634582,0.6172248803827751
42,"v3,v2,v4,v1",168,168,168,168,0.004742376401054571,14.153853178024292,0.6198982300349136,0.6198982300349136,0.17209942382760346,1.176800378743792e-05,23.534669876098633,0.6264228171888911,0.6244019138755981,0.01818045787513256,8.243094444274902,0.6048245247836131,0.6028708133971292,0.0006979845929890871,10.714741706848145,0.6247835546051265,0.6220095693779905,7.929513230919838e-05,14.122906684875488,0.6235620235620235,0.6220095693779905
43,"v1,v3,v4,v2",172,172,172,172,0.00460481596860518,15.02079725265503,0.6205921119753791,0.6205921119753791,0.1716395339462906,1.0406664841866586e-05,25.46197509765625,0.6244347612144314,0.6220095693779905,0.017827020958065987,8.522808074951172,0.6071146033658399,0.6052631578947368,0.0005298044416122139,11.239474296569824,0.6272570597592216,0.6244019138755981,5.203180990065448e-05,14.858931541442871,0.6235620235620235,0.6220095693779905
44,"v2,v3,v4,v1",176,176,176,176,0.004553535863124125,16.42236828804016,0.6189437688340981,0.6205921119753791,0.1606695579830557,9.910258086165413e-06,28.593215942382812,0.626834725479191,0.6244019138755981,0.017516400665044785,8.978727340698242,0.6095089451587569,0.6076555023923444,0.0005717925960198045,12.1011381149292,0.6248158449067082,0.6220095693779905,0.00011603993334574625,16.01639175415039,0.6146155597917363,0.6124401913875598
45,"v3,v1,v2,v4",180,180,180,180,0.004522421810634114,17.29440951347351,0.617711359360633,0.6205921119753791,0.1598716899752617,1.5679370335419662e-05,30.496665954589844,0.6244708292737631,0.6220095693779905,0.017488574609160423,9.284173965454102,0.609365056706704,0.6076555023923444,0.0005540985148400068,12.62450122833252,0.6249921084276051,0.6220095693779905,3.1334748200606555e-05,16.772296905517578,0.6120174430344597,0.6100478468899522
46,"v1,v2,v4,v3",184,184,184,184,0.004186858753200795,18.432069778442383,0.6171527066517726,0.6205921119753791,0.1576898219063878,1.6019552276702598e-05,33.02189636230469,0.6220209087096688,0.6196172248803827,0.016189903020858765,9.66753101348877,0.6095803664353568,0.6076555023923444,0.000481083377962932,13.321158409118652,0.6249921084276051,0.6220095693779905,6.0429061704780906e-05,17.717693328857422,0.6120174430344597,0.6100478468899522
47,"v3,v2,v4,v1",188,188,188,188,0.004187969889244414,20.03776526451111,0.616642043728257,0.6205921119753791,0.1572482599876821,1.0095936886500567e-05,36.783443450927734,0.6259387597667935,0.6244019138755981,0.016203254461288452,10.17981243133545,0.604273909258493,0.6028708133971292,0.0005094666266813874,14.25168228149414,0.6249009565352349,0.6220095693779905,2.90625321213156e-05,18.93612289428711,0.6114545493525068,0.6100478468899522
48,"v2,v1,v4,v3",192,192,192,192,0.003890202584443614,21.57009744644165,0.6126620569632202,0.6205921119753791,0.16005217796191573,2.2444197384174913e-05,40.40086364746094,0.6224023355798769,0.6220095693779905,0.015117661096155643,10.652681350708008,0.6019939518388818,0.6004784688995215,0.00038653420051559806,15.095218658447266,0.617637424790181,0.6148325358851675,3.417084371903911e-05,20.13162612915039,0.6086145156439411,0.6076555023923444
49,"v4,v3,v1,v2",196,196,196,196,0.003954885677558195,22.373565435409546,0.618942450610089,0.6205921119753791,0.15953388414345682,0.0001877016038633883,41.80092239379883,0.624501763456341,0.6220095693779905,0.015167554840445518,11.037285804748535,0.6073628221906678,0.6052631578947368,0.0004204743599984795,15.715932846069336,0.6270834186028532,0.6244019138755981,4.381190592539497e-05,20.940120697021484,0.6168217981904939,0.6148325358851675
50,"v4,v3,v2,v1",200,200,200,200,0.006744077972598461,22.335774183273315,0.6135377343164694,0.6205921119753791,0.15820752293802798,0.012601067312061787,41.235862731933594,0.6164596418143561,0.6148325358851675,0.01408799085766077,11.218273162841797,0.6080300376732133,0.6076555023923444,0.0002630847448017448,15.782076835632324,0.6167543799618658,0.6148325358851675,2.416897586954292e-05,21.106884002685547,0.6129068778164425,0.6124401913875598
51,"v1,v2,v3,v4",204,204,204,204,0.009101282716528658,22.03805708885193,0.6078977119179906,0.6205921119753791,0.1585745809134096,2.5611016098991968e-05,41.32413864135742,0.6183100898002373,0.6172248803827751,0.02514638751745224,10.85135555267334,0.6021835707274609,0.6004784688995215,0.003998365253210068,15.483675003051758,0.6068777277217239,0.6052631578947368,0.0072347670793533325,20.493059158325195,0.6042194594225404,0.6028708133971292
52,"v3,v4,v2,v1",208,208,208,208,0.01912401814479381,13.907480239868164,0.6115792802553619,0.6205921119753791,0.1574246829841286,0.02728576585650444,22.659452438354492,0.6248254300400758,0.6244019138755981,0.03491929545998573,8.252274513244629,0.6027742421487389,0.6028708133971292,0.0020535807125270367,10.611026763916016,0.6082181349776814,0.6076555023923444,0.012237430550158024,14.10716724395752,0.6104993138549516,0.6100478468899522
53,"v4,v2,v3,v1",212,212,212,212,0.01293542530038394,11.230081915855408,0.6192289198172947,0.6205921119753791,0.15507026389241219,0.0234356876462698,16.801233291625977,0.6340548729345085,0.631578947368421,0.024043846875429153,7.316684246063232,0.6115516315916116,0.6100478468899522,0.0031708695460110903,9.314498901367188,0.6142098779649036,0.6124401913875598,0.0010912971338257194,11.487911224365234,0.617099296778155,0.6148325358851675
54,"v3,v4,v2,v1",216,216,216,216,0.009312921116361395,9.417358875274658,0.6164727366128127,0.6205921119753791,0.15981813496910036,0.004943854175508022,12.916441917419434,0.62997722997723,0.6267942583732058,0.020714351907372475,6.741945266723633,0.6041503196223513,0.6028708133971292,0.0019086083630099893,8.244885444641113,0.6149325576073819,0.6124401913875598,0.009684870019555092,9.766162872314453,0.6168308392442873,0.6148325358851675
55,"v4,v3,v2,v1",220,220,220,220,0.01826968864770606,8.724790334701538,0.6078235444498808,0.6205921119753791,0.15611204598098993,0.014274613931775093,11.523416519165039,0.6218509599304302,0.6196172248803827,0.040679603815078735,6.559152603149414,0.604680294869057,0.6028708133971292,0.014964955858886242,7.82805061340332,0.5978669576756249,0.5956937799043063,0.003159580985084176,8.988541603088379,0.6068959653244114,0.6052631578947368
56,"v1,v3,v2,v4",224,224,224,224,0.007482058135792613,8.357797861099243,0.5980791927265189,0.6205921119753791,0.1571478380355984,0.0025824792683124542,10.643244743347168,0.6006063187363194,0.6004784688995215,0.02202487550675869,6.587428569793701,0.6006692726841981,0.6004784688995215,0.003584162564948201,7.578561305999756,0.5922620841847236,0.5909090909090909,0.0017367152031511068,8.621956825256348,0.5987790953008344,0.5980861244019139
57,"v2,v1,v4,v3",228,228,228,228,0.007828353234799579,8.270033121109009,0.5973175751758513,0.6205921119753791,0.15724365087226033,0.0020598997361958027,10.440200805664062,0.6085458348591275,0.6076555023923444,0.025631191208958626,6.607425212860107,0.6037275952476849,0.6028708133971292,0.0017089247703552246,7.5133376121521,0.5806127367679824,0.5789473684210527,0.001913397223688662,8.519168853759766,0.59638413382861,0.5956937799043063
58,"v4,v1,v2,v3",232,232,232,232,0.007514881290262565,8.1762855052948,0.5951676900552175,0.6205921119753791,0.15864140097983181,0.001226366963237524,10.259570121765137,0.6141125359119893,0.6124401913875598,0.025246037170290947,6.570777893066406,0.5953906602713782,0.5933014354066986,0.0025849989615380764,7.467184066772461,0.5766007611621647,0.5741626794258373,0.0010021220659837127,8.407609939575195,0.5945668028753376,0.5933014354066986
59,"v3,v4,v1,v2",236,236,236,236,0.006701917154714465,8.414875984191895,0.5928576176553766,0.6205921119753791,0.16016926895827055,0.0006770510226488113,10.613737106323242,0.6036866120885379,0.6028708133971292,0.02105325646698475,6.7346272468566895,0.5904164394301433,0.5885167464114832,0.0025154482573270798,7.633939266204834,0.5807110514732813,0.5789473684210527,0.0025619128718972206,8.677200317382812,0.5966163676295435,0.5956937799043063
60,"v3,v1,v2,v4",240,240,240,240,0.005920279319980182,8.698888301849365,0.5889611176128592,0.6205921119753791,0.15532713010907173,0.0006053905817680061,11.070856094360352,0.593126283547851,0.5933014354066986,0.020130038261413574,6.903019905090332,0.5939062942673051,0.5933014354066986,0.0017078877426683903,7.850583076477051,0.5872364152473643,0.5861244019138756,0.0012378006940707564,8.971094131469727,0.5815754773889164,0.5813397129186603
61,"v2,v4,v3,v1",244,244,244,244,0.0054066984812379815,8.841737508773804,0.5917636574663694,0.6205921119753791,0.1555496701039374,0.0005391905433498323,11.315022468566895,0.5993545163220254,0.5980861244019139,0.019196026027202606,6.95789098739624,0.5997444269724509,0.5980861244019139,0.001406672177836299,7.9784321784973145,0.5806996845478659,0.5789473684210527,0.00048490517656318843,9.115604400634766,0.5872560020231355,0.5861244019138756
62,"v4,v1,v2,v3",248,248,248,248,0.004582921763358172,9.092641353607178,0.59192521406815,0.6205921119753791,0.15536467195488513,0.00012679497012868524,11.757925987243652,0.5976073561966623,0.5956937799043063,0.017270157113671303,7.066629409790039,0.5909912050262928,0.5885167464114832,0.0006256718188524246,8.1906099319458,0.5816875982535049,0.5789473684210527,0.00030906315078027546,9.355400085449219,0.59741469679614,0.5956937799043063
63,"v2,v3,v4,v1",252,252,252,252,0.00446979146454396,9.5308096408844,0.5938529493981021,0.6205921119753791,0.15662090899422765,5.104055526317097e-05,12.543110847473145,0.5968017311184032,0.5956937799043063,0.017108025029301643,7.29988956451416,0.5990962500202308,0.5980861244019139,0.0005715169827453792,8.508875846862793,0.5851813703227671,0.583732057416268,0.0001485832908656448,9.7713623046875,0.5943324461310073,0.5933014354066986
64,"v2,v3,v1,v4",256,256,256,256,0.004770065701450221,9.802850365638733,0.5926025366580966,0.6205921119753791,0.1554530260618776,0.0005801201914437115,13.004243850708008,0.6069978107807926,0.6052631578947368,0.01585068181157112,7.433804035186768,0.59004524602189,0.5885167464114832,0.0005157788982614875,8.74958324432373,0.5785427120577448,0.5765550239234449,0.0021336819045245647,10.023770332336426,0.594824377771959,0.5933014354066986
