task,variant,metric,mean,std,n_seeds
pc,v2,auc,0.5972754108305967,0.04160456533559357,3
pc,v2,ap,0.3555643230479218,0.023562390295127383,3
pc,v2,precision,0.27217131061619515,0.00824702861147038,3
pc,v2,recall,0.6785298906722493,0.13552123386507964,3
pc,v2,f1,0.384233172299054,0.022098369176178533,3
pc,v2,accuracy,0.4631600372179577,0.06952938132368103,3
pc,v2,mrr,0.6064782507559897,0.034055662954904,3
pc,v2,hits@1,0.3813677599441731,0.04322928015828285,3
pc,v2,hits@3,0.7794836008374041,0.04047152093160927,3
pc,v2,train_time_s,3.0435719680196294,1.1423791972477002,3
pc,v2,eval_time_s,0.05893761392993232,0.000901159811555664,3
pc,v2,elapsed_time_s,3.3078363682919494,1.2430853605322512,3
pc,v2,time_to_best_s,2.646115744331231,1.1423683762481964,3
pc,v2,best_val_loss,1.5753665765126545,0.3057960038595176,3
pc,v2,best_epoch,31.0,12.754084313139327,3
pc,v2,epochs_trained,36.0,12.754084313139327,3
