task,variant,metric,mean,std,n_seeds
pc,v3,auc,0.6449356233869933,0.025284195046014667,3
pc,v3,ap,0.37933687314962733,0.020740809557439174,3
pc,v3,precision,0.29523281734645834,0.06227671435336064,3
pc,v3,recall,0.78506629448709,0.10583486058503169,3
pc,v3,f1,0.41862682117591454,0.04224763908762706,3
pc,v3,accuracy,0.43393812514538266,0.15509524367377575,3
pc,v3,mrr,0.648765216717066,0.01723376361942792,3
pc,v3,hits@1,0.431495696673645,0.023278081818512843,3
pc,v3,hits@3,0.836822516864387,0.023427528325989617,3
pc,v3,train_time_s,4.882679846681033,2.3383094488082854,3
pc,v3,eval_time_s,0.059597651668203376,0.001739213406377804,3
pc,v3,elapsed_time_s,5.152206191637863,2.2546442571794256,3
pc,v3,time_to_best_s,4.57068306071839,2.562827943510482,3
pc,v3,best_val_loss,1.3651409943898518,0.06865586186285633,3
pc,v3,best_epoch,54.666666666666664,32.42769735204082,3
pc,v3,epochs_trained,58.0,30.099833886584822,3
