variant,n_seeds,accuracy,precision_macro,recall_macro,micro_f1,macro_f1,train_time_s,best_epoch
IMDb1,1,0.6100 ± 0.0000,0.6200 ± 0.0000,0.6045 ± 0.0000,0.6100 ± 0.0000,0.6081 ± 0.0000,62.82 ± 0.00,12.0 ± 0.0
