variant,candidate_BCE,AUC,AP,Precision,Recall,F1,Accuracy
no_changes,0.6960479021072388,0.6792363964978055,0.04832280857132927,0.02182779891617664,0.9664964901084876,0.042691434933968514,0.15009322171753195
all_inverse_edges,0.6960479021072388,0.6792363964978055,0.04832280857132927,0.02182779891617664,0.9664964901084876,0.042691434933968514,0.15009322171753195
universal_edges,0.738161563873291,0.6583368944027035,0.043506158101496675,0.01965857814521473,0.9939374601148692,0.03855460458323277,0.027997797715129447
