variant_a,variant_b,kendall_tau_scores,prediction_agreement,max_abs_score_diff,mean_abs_score_diff
no_changes,all_inverse_edges,1.0,1.0,0.0,0.0
no_changes,universal_edges,0.49204639667160666,0.8721861431234906,0.5522584319114685,0.015927990898489952
all_inverse_edges,universal_edges,0.49204639667160666,0.8721861431234906,0.5522584319114685,0.015927990898489952
