seed,mrr,mrr_tail,mrr_head,hits@1,hits@3,hits@10,hits@1_tail,hits@3_tail,hits@10_tail,hits@1_head,hits@3_head,hits@10_head,accuracy,precision,recall,f1,best_epoch,best_val_loss,train_time_s,eval_time_s,elapsed_time_s,time_to_best_s,_type
1566911444,0.006796964041489738,0.010647121808490383,0.002946806274489092,0.002688172043010753,0.004838709677419355,0.015053763440860216,0.004408602150537635,0.005913978494623656,0.026236559139784947,0.000967741935483871,0.003763440860215054,0.003870967741935484,0.48021505376344087,0.5054621050331197,0.5708387096774193,0.3451657537523839,14,1.3853838443756104,13.338764549000189,3.3794352838303894,17.034640552010387,8.089991049142554,per_seed
20241017,0.007305090956552465,0.010979124958647361,0.0036310569544575687,0.0033870967741935487,0.00489247311827957,0.01478494623655914,0.004516129032258065,0.006021505376344086,0.025698924731182796,0.0022580645161290325,0.003763440860215054,0.003870967741935484,0.5335104364326376,0.5071575395121359,0.5928032258064516,0.3713886431705119,13,1.385427713394165,12.074449591804296,3.3420152810867876,15.499585170997307,6.829697176814079,per_seed
20251017,0.005250677095109877,0.009657047072735351,0.0008443071174844025,0.0015591397849462367,0.0032795698924731184,0.014301075268817205,0.003010752688172043,0.006021505376344086,0.02666666666666667,0.00010752688172043011,0.0005376344086021505,0.001935483870967742,0.36183006535947715,0.5054400474991192,0.5644677419354839,0.2830829629387749,8,1.3857736587524414,9.445177208865061,3.2875483608804643,12.813065427122638,4.200198489008471,per_seed
,0.006451,0.010428,0.002474,0.002545,0.004337,0.014713,0.003978,0.005986,0.026201,0.001111,0.002688,0.003226,0.458519,0.506020,0.576037,0.333212,11.666667,1.385528,11.619464,3.336333,15.115764,6.373296,mean
,0.000874,0.000562,0.001186,0.000753,0.000748,0.000311,0.000686,0.000051,0.000396,0.000884,0.001521,0.000912,0.071748,0.000804,0.012138,0.037028,2.624669,0.000174,1.621782,0.037727,1.744690,1.620463,std
