task,seed,variants,batch_size,effective_batch_size,batches_per_variant,super_epochs_ran,variant_epochs_ran,optimizer_steps,training_seconds,best_mean_val_loss,mean_test_AUC,mean_test_AP,mean_test_Precision,mean_test_Recall,mean_test_F1,mean_test_Accuracy,mean_test_MRR,mean_test_Hits@1,mean_test_Hits@3,mean_test_Hits@5,mean_test_ranking_queries,mean_test_edge_count,mean_test_p1_mapping_count,mean_test_c2_mapping_count,parameter_bytes,buffer_bytes,static_model_bytes,checkpoint_bytes,process_peak_rss_bytes,training_gpu_allocated_bytes,training_gpu_reserved_bytes,training_gpu_peak_allocated_bytes,training_gpu_peak_reserved_bytes,inference_gpu_allocated_bytes,inference_gpu_reserved_bytes,inference_gpu_peak_allocated_bytes,inference_gpu_peak_reserved_bytes
mg,1566911444,"v1,v2,v3,v4",0,2926,1,24,96,96,4.347707893932238,12.005024790763855,0.489433513713056,0.3440432762544457,0.31852394326485894,0.7634569377990431,0.4490927143214015,0.3776913875598086,0.6162779106858054,0.3552631578947369,1.0,1.0,836.0,47640.0,15701.0,47640.0,4268288,0,4268288,4278091,1038073856,24999936,392167424,359679488,392167424,24999936,117440512,103232000,117440512
mg,20241017,"v1,v2,v3,v4",0,2926,1,30,120,120,5.031361877918243,0.9888792037963867,0.49830554188319864,0.3340002426834201,0.0,0.0,0.0,0.6666666666666666,0.6024720893141946,0.31220095693779903,1.0,1.0,836.0,47640.0,15701.0,47640.0,4268288,0,4268288,4278091,1051156480,24999936,392167424,359679488,392167424,24999936,117440512,103232000,117440512
mg,20251017,"v1,v2,v3,v4",0,2926,1,18,72,72,3.0155961168929935,12.305469989776611,0.5470617230603695,0.3593376136630469,0.3624401913875598,0.7248803827751196,0.48325358851674644,0.48325358851674644,0.6389553429027113,0.3696172248803828,1.0,1.0,836.0,47640.0,15701.0,47640.0,4268288,0,4268288,4278091,1051385856,24999936,392167424,359679488,392167424,24999936,117440512,103232000,117440512
